geoid,county,lat,lng,pop
060816019021,San Mateo,37.6626182,-122.4432395,2000
060816019022,San Mateo,37.6640085,-122.4391479,624
060816019023,San Mateo,37.6551021,-122.4284254,1426
060816019024,San Mateo,37.6596325,-122.4343325,1614
060816020011,San Mateo,37.6600571,-122.4204757,889
060816020012,San Mateo,37.6589394,-122.4127973,688
060816020013,San Mateo,37.6639061,-122.4203437,2369
060816020021,San Mateo,37.6664991,-122.4139544,2538
060816020022,San Mateo,37.6723078,-122.4219658,1498
060816021001,San Mateo,37.6635361,-122.4046089,1230
060816021002,San Mateo,37.6606775,-122.4094661,999
060816021003,San Mateo,37.6598691,-122.4068074,1255
060816022011,San Mateo,37.6583318,-122.4267798,1496
060816022012,San Mateo,37.6572573,-122.4195494,1625
060816022013,San Mateo,37.6553765,-122.4202186,1640
060816022021,San Mateo,37.6561307,-122.4109587,1891
060816022022,San Mateo,37.653494,-122.4124027,1251
060816023001,San Mateo,37.648884,-122.4271931,2120
060816023002,San Mateo,37.6515143,-122.3942508,2299
060816024001,San Mateo,37.6422807,-122.431877,1671
060816024002,San Mateo,37.6387841,-122.4313939,2705
060816024003,San Mateo,37.6504931,-122.4338291,1349
060816024004,San Mateo,37.6457822,-122.4391225,1911
060816025001,San Mateo,37.6395121,-122.4504308,2674
060816025002,San Mateo,37.6408166,-122.4577677,1146
060816025003,San Mateo,37.6397367,-122.4455826,1473
060816026011,San Mateo,37.645824,-122.4559935,2938
060816026012,San Mateo,37.6480967,-122.4595814,1158
060816026021,San Mateo,37.6485684,-122.464655,1852
060816026022,San Mateo,37.6449226,-122.4666957,2518
060816027001,San Mateo,37.656512,-122.4761923,978
060816027002,San Mateo,37.6541498,-122.4752621,1789
060816027003,San Mateo,37.6491161,-122.4761507,1680
060816027004,San Mateo,37.6439552,-122.4745106,1255
060816028001,San Mateo,37.6598133,-122.4879486,681
060816028002,San Mateo,37.6606389,-122.4820564,2822
060816028003,San Mateo,37.6552119,-122.4839773,1231
060816029001,San Mateo,37.6546941,-122.4937012,2515
060816029002,San Mateo,37.6480758,-122.4867011,1188
060816030001,San Mateo,37.6365389,-122.4815292,1529
060816030002,San Mateo,37.6325518,-122.4871308,878
060816030003,San Mateo,37.6306316,-122.4913319,706
060816030004,San Mateo,37.6376262,-122.4948588,1462
060816031001,San Mateo,37.6074174,-122.4829524,2050
060816031002,San Mateo,37.6204815,-122.4849662,1318
060816032001,San Mateo,37.589142,-122.4961915,1506
060816032002,San Mateo,37.592059,-122.5019411,719
060816032003,San Mateo,37.5954236,-122.4995125,883
060816032004,San Mateo,37.591131,-122.5089658,625
060816033001,San Mateo,37.597533,-122.490784,1562
060816033002,San Mateo,37.5873816,-122.4836969,2580
060816033003,San Mateo,37.5740103,-122.4846763,2285
060816034001,San Mateo,37.6027269,-122.4607642,1886
060816034002,San Mateo,37.5775251,-122.4640872,856
060816034003,San Mateo,37.588033,-122.4707217,1177
060816034004,San Mateo,37.5917638,-122.4759861,1900
060816037001,San Mateo,37.6355028,-122.4534048,3383
060816037002,San Mateo,37.6300342,-122.4440229,2261
060816038011,San Mateo,37.620041,-122.4282283,1992
060816038021,San Mateo,37.6238852,-122.4371146,2164
060816038022,San Mateo,37.6135145,-122.4280663,1058
060816038023,San Mateo,37.6146269,-122.4344173,2308
060816039001,San Mateo,37.6205154,-122.413502,411
060816039002,San Mateo,37.6141512,-122.4087097,1935
060816039003,San Mateo,37.6117318,-122.4192532,1018
060816039004,San Mateo,37.6168416,-122.4176924,740
060816039005,San Mateo,37.6181602,-122.419721,877
060816039006,San Mateo,37.6114984,-122.4251248,652
060816040001,San Mateo,37.624942,-122.4164974,545
060816040002,San Mateo,37.6235652,-122.4202287,966
060816040003,San Mateo,37.6220986,-122.4243697,1762
060816041021,San Mateo,37.62977,-122.423968,1111
060816041022,San Mateo,37.6301191,-122.4303618,1317
060816041023,San Mateo,37.6359247,-122.4257693,736
060816041031,San Mateo,37.6217467,-122.4087342,1653
060816041032,San Mateo,37.6154,-122.4042666,2691
060816041041,San Mateo,37.6317697,-122.4153507,1471
060816041042,San Mateo,37.6268481,-122.4127211,2391
060816042001,San Mateo,37.6326618,-122.4076463,1140
060816042002,San Mateo,37.636857,-122.4121706,887
060816042003,San Mateo,37.6230579,-122.4039191,2028
060816044001,San Mateo,37.6104172,-122.4014546,1788
060816044002,San Mateo,37.6047557,-122.3857691,1373
060816044003,San Mateo,37.6025506,-122.3920441,2153
060816045001,San Mateo,37.6048648,-122.4095955,2315
060816045002,San Mateo,37.6100342,-122.4114375,1441
060816046001,San Mateo,37.6026525,-122.4210366,1467
060816046002,San Mateo,37.5966062,-122.4138713,1098
060816047001,San Mateo,37.5949874,-122.4074911,1741
060816047002,San Mateo,37.5913497,-122.4052005,1060
060816048001,San Mateo,37.6022257,-122.4006654,2314
060816048002,San Mateo,37.5991205,-122.3983883,1446
060816048003,San Mateo,37.5972173,-122.393997,1589
060816049001,San Mateo,37.5910583,-122.3952136,1871
060816049002,San Mateo,37.5859678,-122.403545,1169
060816050001,San Mateo,37.5927976,-122.3844803,2386
060816050002,San Mateo,37.5889872,-122.380237,1131
060816050003,San Mateo,37.5775,-122.3901071,3278
060816050004,San Mateo,37.5808119,-122.3983358,641
060816050005,San Mateo,37.5847855,-122.3923452,758
060816051001,San Mateo,37.5900973,-122.3729879,1705
060816051002,San Mateo,37.5980329,-122.3669594,1222
060816052001,San Mateo,37.586752,-122.3756599,1051
060816052002,San Mateo,37.5832247,-122.3735394,847
060816052003,San Mateo,37.5799331,-122.3785291,700
060816052004,San Mateo,37.5840299,-122.3793304,1025
060816053001,San Mateo,37.5831955,-122.3569388,1375
060816053002,San Mateo,37.5807386,-122.3599002,1873
060816053003,San Mateo,37.5809847,-122.3663899,1054
060816053004,San Mateo,37.5828998,-122.3695228,847
060816054001,San Mateo,37.5853998,-122.3404854,782
060816054002,San Mateo,37.5836146,-122.3348219,960
060816054003,San Mateo,37.5806645,-122.3394258,1480
060816054004,San Mateo,37.5837782,-122.3466158,1806
060816054005,San Mateo,37.5908921,-122.3471826,1762
060816055011,San Mateo,37.5782763,-122.3515671,1208
060816055012,San Mateo,37.5801574,-122.3499162,1710
060816055021,San Mateo,37.575003,-122.3496723,563
060816055022,San Mateo,37.5753022,-122.3447955,2036
060816056001,San Mateo,37.5764396,-122.3660296,1139
060816056002,San Mateo,37.5680593,-122.3558622,1051
060816056003,San Mateo,37.5571137,-122.3634569,903
060816056004,San Mateo,37.5649796,-122.3753698,2939
060816057001,San Mateo,37.5610035,-122.3380045,1267
060816057002,San Mateo,37.5442815,-122.3411552,1144
060816057003,San Mateo,37.5403621,-122.3577331,1569
060816057004,San Mateo,37.5542362,-122.3521822,1246
060816058001,San Mateo,37.5707405,-122.3447797,895
060816058002,San Mateo,37.5680562,-122.3413717,1133
060816058003,San Mateo,37.5652592,-122.35046,695
060816059011,San Mateo,37.5735542,-122.3392539,738
060816059012,San Mateo,37.5750314,-122.3367058,1349
060816059013,San Mateo,37.5723424,-122.3339913,728
060816059021,San Mateo,37.5713765,-122.3320151,1143
060816059022,San Mateo,37.569672,-122.3295814,1918
060816060001,San Mateo,37.577111,-122.3337384,2105
060816060002,San Mateo,37.5794262,-122.3303038,2293
060816060003,San Mateo,37.5829815,-122.3291976,1078
060816061001,San Mateo,37.5842395,-122.314032,1963
060816061002,San Mateo,37.5770521,-122.3155513,1788
060816061003,San Mateo,37.5741263,-122.313651,1340
060816062011,San Mateo,37.5764387,-122.3261191,1089
060816062012,San Mateo,37.5737325,-122.3236208,2642
060816062021,San Mateo,37.5710144,-122.3207323,2131
060816062022,San Mateo,37.5691478,-122.3169211,1674
060816063001,San Mateo,37.5657922,-122.3136344,1452
060816063002,San Mateo,37.5640185,-122.3196493,1409
060816063003,San Mateo,37.5660914,-122.3253785,956
060816064001,San Mateo,37.5665617,-122.3320941,1054
060816064002,San Mateo,37.5578369,-122.3244323,765
060816064003,San Mateo,37.5603514,-122.3199515,1069
060816064004,San Mateo,37.5607537,-122.3263966,1266
060816064005,San Mateo,37.5628156,-122.3284201,585
060816065001,San Mateo,37.5570341,-122.3290288,694
060816065002,San Mateo,37.5540489,-122.3231381,1188
060816065003,San Mateo,37.5532823,-122.3307926,863
060816065004,San Mateo,37.5508971,-122.3362956,734
060816066001,San Mateo,37.5567808,-122.3153128,1179
060816066002,San Mateo,37.5511762,-122.3164045,1935
060816066003,San Mateo,37.5524428,-122.3212582,724
060816067001,San Mateo,37.5459594,-122.3282031,786
060816067002,San Mateo,37.5393803,-122.3225097,1711
060816068001,San Mateo,37.5301803,-122.3424445,1403
060816068002,San Mateo,37.5289155,-122.3339537,2406
060816069001,San Mateo,37.5274896,-122.3513293,1086
060816069002,San Mateo,37.5166939,-122.3432883,1711
060816070001,San Mateo,37.5300297,-122.3263584,583
060816070002,San Mateo,37.5243312,-122.3229269,2853
060816071001,San Mateo,37.5250057,-122.3080373,971
060816071002,San Mateo,37.5271032,-122.2998192,1053
060816071003,San Mateo,37.529481,-122.3062357,974
060816072001,San Mateo,37.5360398,-122.3005225,2587
060816072002,San Mateo,37.5305197,-122.2946912,1837
060816073001,San Mateo,37.5332105,-122.3176771,1095
060816073002,San Mateo,37.5362777,-122.3067163,2006
060816073003,San Mateo,37.5324214,-122.3128618,752
060816074001,San Mateo,37.5464322,-122.3146875,1989
060816074002,San Mateo,37.5434046,-122.3108549,1374
060816074003,San Mateo,37.5411948,-122.3088487,1436
060816075001,San Mateo,37.5449067,-122.2968068,4106
060816075002,San Mateo,37.548755,-122.3029813,2108
060816076001,San Mateo,37.5579734,-122.3039536,875
060816076002,San Mateo,37.5600195,-122.31239,734
060816076003,San Mateo,37.5559899,-122.3066168,1361
060816076004,San Mateo,37.5598567,-122.3089653,1008
060816077011,San Mateo,37.5710846,-122.2999236,1658
060816077012,San Mateo,37.5712234,-122.3082505,2640
060816077021,San Mateo,37.564521,-122.3047528,1851
060816077022,San Mateo,37.5654111,-122.3002643,1448
060816078001,San Mateo,37.5631216,-122.2934301,1687
060816078002,San Mateo,37.5575961,-122.2968699,1745
060816079001,San Mateo,37.5602243,-122.2873893,977
060816079002,San Mateo,37.5558345,-122.2833986,799
060816079003,San Mateo,37.5660363,-122.2864239,1406
060816080011,San Mateo,37.5506284,-122.2579125,2218
060816080012,San Mateo,37.5535158,-122.2597321,1313
060816080021,San Mateo,37.5517665,-122.2687782,1901
060816080022,San Mateo,37.5453786,-122.2668068,775
060816080023,San Mateo,37.5449075,-122.2637142,875
060816080131,San Mateo,37.5429101,-122.2584957,1840
060816080132,San Mateo,37.5352659,-122.2726253,912
060816080133,San Mateo,37.535978,-122.2630468,925
060816080231,San Mateo,37.5426746,-122.2660167,758
060816080232,San Mateo,37.5404198,-122.2742495,1608
060816080241,San Mateo,37.5490827,-122.2774595,2337
060816080242,San Mateo,37.5527647,-122.2812511,855
060816080251,San Mateo,37.5573077,-122.2653798,2412
060816080252,San Mateo,37.5527339,-122.2719428,1603
060816080253,San Mateo,37.56963,-122.2721277,2325
060816081001,San Mateo,37.5596691,-122.2635438,1874
060816081002,San Mateo,37.5618413,-122.2612577,1690
060816082001,San Mateo,37.5654283,-122.2591441,2028
060816082002,San Mateo,37.5687293,-122.2595405,1770
060816083001,San Mateo,37.5585063,-122.2533467,1825
060816083002,San Mateo,37.5572348,-122.247675,1371
060816084001,San Mateo,37.5502807,-122.2883763,2231
060816084002,San Mateo,37.5424984,-122.2801302,1773
060816084003,San Mateo,37.5419457,-122.2832298,1239
060816085011,San Mateo,37.5348334,-122.2915118,1096
060816085012,San Mateo,37.538703,-122.2848844,2330
060816085013,San Mateo,37.5364435,-122.2869194,916
060816085014,San Mateo,37.5390353,-122.2934269,778
060816085021,San Mateo,37.5311813,-122.2803162,1160
060816085022,San Mateo,37.5325187,-122.2857177,1468
060816086001,San Mateo,37.5279044,-122.2762369,799
060816086002,San Mateo,37.5271595,-122.2702714,1206
060816086003,San Mateo,37.5256761,-122.2788214,2593
060816087001,San Mateo,37.5239061,-122.2940872,1554
060816087002,San Mateo,37.5253566,-122.2849279,1357
060816087003,San Mateo,37.5206802,-122.2794555,728
060816087004,San Mateo,37.5179311,-122.2858865,1906
060816087005,San Mateo,37.5181159,-122.2930457,1770
060816088001,San Mateo,37.5199296,-122.3010203,1036
060816088002,San Mateo,37.5140813,-122.299658,1206
060816088003,San Mateo,37.5161234,-122.305869,919
060816088004,San Mateo,37.5195733,-122.3103316,938
060816088005,San Mateo,37.5152113,-122.3191523,2179
060816089001,San Mateo,37.5016789,-122.3055512,1192
060816089002,San Mateo,37.505571,-122.2926385,2323
060816089003,San Mateo,37.5099963,-122.3073975,2804
060816089004,San Mateo,37.5058164,-122.3252342,984
060816090001,San Mateo,37.5145105,-122.2728664,1052
060816090002,San Mateo,37.5127603,-122.2845437,1585
060816091001,San Mateo,37.5165055,-122.2636382,675
060816091002,San Mateo,37.506464,-122.2503992,803
060816092011,San Mateo,37.4957049,-122.2541383,1278
060816092012,San Mateo,37.5023315,-122.2598355,1061
060816092013,San Mateo,37.4992812,-122.2562246,1209
060816092021,San Mateo,37.5092314,-122.2676339,2814
060816092022,San Mateo,37.5043911,-122.2624519,1093
060816092023,San Mateo,37.5064281,-122.2636005,1265
060816093001,San Mateo,37.4937035,-122.2488428,1340
060816093002,San Mateo,37.4886334,-122.2540696,2109
060816094001,San Mateo,37.4907268,-122.260301,1896
060816094002,San Mateo,37.4973679,-122.2650883,1512
060816095001,San Mateo,37.5071676,-122.2761653,2316
060816095002,San Mateo,37.5024126,-122.2788611,2713
060816096011,San Mateo,37.4953796,-122.2832578,3675
060816096021,San Mateo,37.488909,-122.2762011,1786
060816096031,San Mateo,37.4814332,-122.2919801,1505
060816096032,San Mateo,37.4832585,-122.2722193,1636
060816096033,San Mateo,37.4855538,-122.2626197,993
060816096034,San Mateo,37.4777262,-122.2714237,623
060816097001,San Mateo,37.4667519,-122.2775551,2100
060816097002,San Mateo,37.461838,-122.2663835,2683
060816098001,San Mateo,37.4720304,-122.2457531,782
060816098002,San Mateo,37.4758909,-122.2555926,1469
060816098003,San Mateo,37.468594,-122.2457501,1011
060816098004,San Mateo,37.468095,-122.2544874,1319
060816099001,San Mateo,37.4832089,-122.2505103,1174
060816099002,San Mateo,37.4774174,-122.2458452,1775
060816100001,San Mateo,37.4843001,-122.2395101,1908
060816100002,San Mateo,37.4795463,-122.2416574,1584
060816100003,San Mateo,37.4898374,-122.2441231,1288
060816101001,San Mateo,37.4919299,-122.2369216,1961
060816101002,San Mateo,37.4953962,-122.2416503,590
060816102011,San Mateo,37.4854254,-122.2111061,708
060816102012,San Mateo,37.4808079,-122.2135064,1591
060816102013,San Mateo,37.4835026,-122.2223028,878
060816102014,San Mateo,37.4869339,-122.2207725,2079
060816102021,San Mateo,37.4844117,-122.2287683,1654
060816102022,San Mateo,37.4910088,-122.2295775,3027
060816102031,San Mateo,37.4800449,-122.221747,1077
060816102032,San Mateo,37.4791686,-122.2270935,2057
060816103021,San Mateo,37.5047387,-122.1927647,2680
060816103022,San Mateo,37.5234711,-122.2221154,1718
060816103031,San Mateo,37.5432022,-122.2383975,1231
060816103032,San Mateo,37.5353656,-122.2361824,1299
060816103033,San Mateo,37.5467879,-122.2408459,2421
060816103034,San Mateo,37.5369971,-122.238833,1087
060816103035,San Mateo,37.538175,-122.2427164,1053
060816103041,San Mateo,37.5315751,-122.248685,1423
060816103042,San Mateo,37.5332287,-122.2583445,2301
060816103043,San Mateo,37.522678,-122.2555843,773
060816104001,San Mateo,37.4816708,-122.187264,2419
060816104002,San Mateo,37.4845878,-122.1970419,1980
060816104003,San Mateo,37.4824381,-122.1939111,1582
060816105001,San Mateo,37.4819289,-122.2056344,615
060816105002,San Mateo,37.4784483,-122.2106403,2038
060816105003,San Mateo,37.4779588,-122.2049009,817
060816105004,San Mateo,37.4788229,-122.1963057,1259
060816106011,San Mateo,37.4738862,-122.2102332,3499
060816106012,San Mateo,37.4690261,-122.2062136,1217
060816106013,San Mateo,37.472385,-122.2133387,1277
060816106021,San Mateo,37.4761398,-122.1910746,607
060816106022,San Mateo,37.4735964,-122.1945734,1033
060816106023,San Mateo,37.474279,-122.2026804,1356
060816107001,San Mateo,37.4725112,-122.2212742,1450
060816107002,San Mateo,37.4732799,-122.218682,1239
060816107003,San Mateo,37.4645761,-122.2215354,878
060816107004,San Mateo,37.4677868,-122.2178427,2443
060816108001,San Mateo,37.4681588,-122.2271279,2188
060816108002,San Mateo,37.4708843,-122.2254113,966
060816108003,San Mateo,37.4737395,-122.2242206,1157
060816109011,San Mateo,37.477446,-122.2340139,2639
060816109012,San Mateo,37.4814383,-122.2345553,952
060816109021,San Mateo,37.4762345,-122.2281615,1872
060816109022,San Mateo,37.4732138,-122.2316635,932
060816110001,San Mateo,37.4706836,-122.2364778,1425
060816110002,San Mateo,37.4675871,-122.2390362,1235
060816110003,San Mateo,37.461896,-122.2313946,1014
060816110004,San Mateo,37.4648854,-122.2296141,3061
060816111001,San Mateo,37.4564446,-122.2520929,3356
060816111002,San Mateo,37.462962,-122.2434972,1633
060816111003,San Mateo,37.4547865,-122.262172,1437
060816112001,San Mateo,37.4535712,-122.2325008,1003
060816112002,San Mateo,37.4583199,-122.2359098,1631
060816113001,San Mateo,37.4550833,-122.2224678,1210
060816113002,San Mateo,37.4490591,-122.2276946,1776
060816113003,San Mateo,37.4481738,-122.2255855,869
060816113004,San Mateo,37.4608273,-122.222585,1091
060816114001,San Mateo,37.4540545,-122.1978641,992
060816114002,San Mateo,37.4439722,-122.2065834,752
060816114003,San Mateo,37.4382435,-122.2211736,1053
060816114004,San Mateo,37.459438,-122.2112757,1454
060816115001,San Mateo,37.4647258,-122.1791848,981
060816115002,San Mateo,37.4664895,-122.1969616,1013
060816115003,San Mateo,37.4713015,-122.1818896,879
060816116001,San Mateo,37.4726242,-122.1652772,1046
060816116002,San Mateo,37.4771904,-122.1766472,1289
060816117001,San Mateo,37.473431,-122.1572882,1994
060816117002,San Mateo,37.4771255,-122.1639022,2085
060816117003,San Mateo,37.4781353,-122.1551161,1192
060816117004,San Mateo,37.494163,-122.1547921,428
060816118001,San Mateo,37.4832823,-122.131759,2112
060816118002,San Mateo,37.4735126,-122.1413525,2446
060816119011,San Mateo,37.470287,-122.1348807,1843
060816119012,San Mateo,37.4661626,-122.1345415,2020
060816119013,San Mateo,37.4613366,-122.1360757,529
060816119021,San Mateo,37.4674252,-122.1240117,2608
060816119022,San Mateo,37.4584686,-122.1276694,1191
060816119023,San Mateo,37.454854,-122.1261412,1289
060816119024,San Mateo,37.4579463,-122.1320872,2248
060816120011,San Mateo,37.4681021,-122.1492562,2304
060816120012,San Mateo,37.4715829,-122.1519023,1713
060816120021,San Mateo,37.4694585,-122.1429549,2064
060816120022,San Mateo,37.4649862,-122.1426886,877
060816121011,San Mateo,37.459586,-122.1490285,1131
060816121012,San Mateo,37.4629989,-122.1480742,1469
060816121013,San Mateo,37.4597373,-122.1429825,884
060816121021,San Mateo,37.4548203,-122.1333972,1874
060816121022,San Mateo,37.4571462,-122.1388495,2061
060816125001,San Mateo,37.4569977,-122.1818979,1435
060816125002,San Mateo,37.4599524,-122.1897952,975
060816125003,San Mateo,37.4537285,-122.1720925,2114
060816126001,San Mateo,37.4477662,-122.1761923,903
060816126002,San Mateo,37.4496498,-122.1815149,1545
060816126003,San Mateo,37.452173,-122.1868578,816
060816126004,San Mateo,37.4465379,-122.184526,1108
060816127001,San Mateo,37.4433553,-122.1814326,977
060816127002,San Mateo,37.4442603,-122.1922238,1087
060816128001,San Mateo,37.4374562,-122.1888856,1867
060816128002,San Mateo,37.4350497,-122.197093,1512
060816129001,San Mateo,37.4355189,-122.2056628,1769
060816129002,San Mateo,37.4323886,-122.2105051,546
060816129003,San Mateo,37.4298106,-122.1955545,904
060816129004,San Mateo,37.4277594,-122.1976388,1222
060816130001,San Mateo,37.4270942,-122.2072931,1876
060816130002,San Mateo,37.4198019,-122.2052628,1584
060816132001,San Mateo,37.4081045,-122.2209112,1874
060816132002,San Mateo,37.3821236,-122.2068215,1552
060816132003,San Mateo,37.3921571,-122.2134325,719
060816132004,San Mateo,37.3545757,-122.2171309,2706
060816133001,San Mateo,37.4463995,-122.2506003,1614
060816133002,San Mateo,37.4327649,-122.2467945,1120
060816134001,San Mateo,37.4208706,-122.2583368,915
060816134002,San Mateo,37.4266092,-122.2916686,995
060816134003,San Mateo,37.3867825,-122.2530128,1157
060816135011,San Mateo,37.4726504,-122.4446512,2439
060816135012,San Mateo,37.5359256,-122.4135483,1808
060816135021,San Mateo,37.5296288,-122.4725057,2015
060816135022,San Mateo,37.5034615,-122.451148,1245
060816135023,San Mateo,37.5066042,-122.4587884,1360
060816135024,San Mateo,37.5001476,-122.4764104,1544
060816136001,San Mateo,37.5436371,-122.4895587,1367
060816136002,San Mateo,37.5164643,-122.5046645,1119
060816136003,San Mateo,37.4994935,-122.4937257,917
060816136004,San Mateo,37.5512604,-122.4985056,556
060816136005,San Mateo,37.5505798,-122.5104038,1855
060816137011,San Mateo,37.4521347,-122.4433706,2309
060816137012,San Mateo,37.4414793,-122.435988,1620
060816137021,San Mateo,37.4689541,-122.3529055,875
060816137022,San Mateo,37.420482,-122.3945335,1493
060816137023,San Mateo,37.458722,-122.4305291,1567
060816137024,San Mateo,37.4673485,-122.4268915,752
060816138001,San Mateo,37.2032099,-122.3669448,743
060816138002,San Mateo,37.3545325,-122.3424726,523
060816138003,San Mateo,37.3261767,-122.2677923,1550
060816138004,San Mateo,37.2540287,-122.2604524,1248
060816139001,San Mateo,37.4654038,-122.1541767,558
060816139002,San Mateo,37.4607787,-122.1556614,610
060816139003,San Mateo,37.4564541,-122.1588606,1079
060816139004,San Mateo,37.4667327,-122.1639848,1743
060816139005,San Mateo,37.4600113,-122.166195,2368
060816140001,San Mateo,37.6238907,-122.4512515,1609
060816140002,San Mateo,37.6260208,-122.4607088,1357
060816140003,San Mateo,37.6353797,-122.461675,1486
060816140004,San Mateo,37.6338545,-122.4672312,1420
060855001001,Santa Clara,37.3600398,-121.8978327,443
060855001002,Santa Clara,37.3603318,-121.8880921,1242
060855001003,Santa Clara,37.3589993,-121.8834564,3143
060855001004,Santa Clara,37.3549409,-121.893987,3075
060855002001,Santa Clara,37.3535531,-121.9042745,713
060855002002,Santa Clara,37.3500984,-121.906561,817
060855002003,Santa Clara,37.3473983,-121.8988353,1395
060855002004,Santa Clara,37.3425658,-121.8982132,2481
060855003001,Santa Clara,37.3410158,-121.9080082,2135
060855003002,Santa Clara,37.329122,-121.9085559,2021
060855004001,Santa Clara,37.3417063,-121.9196101,1519
060855004002,Santa Clara,37.3383642,-121.9248028,1026
060855005001,Santa Clara,37.3334231,-121.9261355,1220
060855005002,Santa Clara,37.3257271,-121.9192481,1374
060855005003,Santa Clara,37.3278899,-121.9266755,679
060855005004,Santa Clara,37.3324867,-121.931816,792
060855005005,Santa Clara,37.3298018,-121.9367368,955
060855006001,Santa Clara,37.3295498,-121.9146413,982
060855006002,Santa Clara,37.3337866,-121.9192671,580
060855006003,Santa Clara,37.3335487,-121.9092407,2967
060855006004,Santa Clara,37.3369287,-121.9139131,1540
060855008001,Santa Clara,37.3281232,-121.8982853,1930
060855008002,Santa Clara,37.3369642,-121.8947224,1574
060855008003,Santa Clara,37.3308475,-121.892177,979
060855009011,Santa Clara,37.3368167,-121.8824531,1428
060855009012,Santa Clara,37.3351974,-121.887639,1850
060855009013,Santa Clara,37.3313701,-121.8849108,1181
060855009021,Santa Clara,37.3322592,-121.8812321,972
060855009022,Santa Clara,37.3337808,-121.8780266,3641
060855010001,Santa Clara,37.3444077,-121.8866487,917
060855010002,Santa Clara,37.3428435,-121.8916493,995
060855010003,Santa Clara,37.3391081,-121.8906183,878
060855010004,Santa Clara,37.3403746,-121.8879589,1508
060855010005,Santa Clara,37.3411612,-121.8842321,705
060855011011,Santa Clara,37.3473549,-121.8939818,1912
060855011012,Santa Clara,37.3488351,-121.8899558,2457
060855011021,Santa Clara,37.3565025,-121.877966,2066
060855011022,Santa Clara,37.3522086,-121.8862934,848
060855011023,Santa Clara,37.3518385,-121.8811753,1277
060855012001,Santa Clara,37.348345,-121.8783624,723
060855012002,Santa Clara,37.3476162,-121.875662,1180
060855012003,Santa Clara,37.3432764,-121.880004,880
060855012004,Santa Clara,37.346545,-121.8821554,1562
060855013001,Santa Clara,37.3361882,-121.8750518,1658
060855013002,Santa Clara,37.3399848,-121.87788,1300
060855013003,Santa Clara,37.3397055,-121.8726332,1105
060855014011,Santa Clara,37.3546021,-121.8712597,1962
060855014012,Santa Clara,37.3492438,-121.8686801,992
060855014021,Santa Clara,37.3469129,-121.8634055,1540
060855014022,Santa Clara,37.3439476,-121.8692489,1165
060855015011,Santa Clara,37.3407876,-121.8569099,2853
060855015012,Santa Clara,37.3432876,-121.8611442,1306
060855015021,Santa Clara,37.3405801,-121.8666986,1918
060855015022,Santa Clara,37.3354319,-121.8611138,982
060855015023,Santa Clara,37.3364263,-121.864498,1260
060855016011,Santa Clara,37.3261261,-121.8767688,2140
060855016012,Santa Clara,37.3324398,-121.8704159,1948
060855016021,Santa Clara,37.3280839,-121.8824783,550
060855016022,Santa Clara,37.3291255,-121.8788736,589
060855016023,Santa Clara,37.3301722,-121.8752546,2116
060855017001,Santa Clara,37.3273651,-121.8879248,831
060855017002,Santa Clara,37.322367,-121.8884731,729
060855017003,Santa Clara,37.3225831,-121.8826343,1708
060855017004,Santa Clara,37.3188279,-121.8862927,1198
060855018001,Santa Clara,37.3189022,-121.8983136,1145
060855018002,Santa Clara,37.3184511,-121.8919522,1313
060855018003,Santa Clara,37.3149177,-121.8955254,857
060855018004,Santa Clara,37.3128199,-121.9000101,1307
060855019011,Santa Clara,37.3236809,-121.9078195,2618
060855019021,Santa Clara,37.3181724,-121.9090048,2118
060855019022,Santa Clara,37.3138119,-121.9085119,1267
060855020011,Santa Clara,37.3251641,-121.929376,991
060855020012,Santa Clara,37.3252201,-121.9363733,874
060855020013,Santa Clara,37.3203169,-121.9360494,1401
060855020014,Santa Clara,37.321595,-121.927246,1501
060855020021,Santa Clara,37.3215563,-121.9208854,583
060855020022,Santa Clara,37.3215477,-121.9166891,1889
060855020023,Santa Clara,37.3182333,-121.9222402,2836
060855021011,Santa Clara,37.3127362,-121.9364217,1648
060855021012,Santa Clara,37.3072647,-121.9353957,914
060855021013,Santa Clara,37.2999882,-121.9359135,2483
060855021031,Santa Clara,37.3138476,-121.9270606,2141
060855021032,Santa Clara,37.3126839,-121.9195616,2120
060855021041,Santa Clara,37.3053894,-121.9272994,1520
060855021042,Santa Clara,37.3084499,-121.9297454,1114
060855022021,Santa Clara,37.2966056,-121.9266507,1003
060855022022,Santa Clara,37.3002077,-121.9176647,1145
060855022023,Santa Clara,37.2962468,-121.9172477,762
060855022031,Santa Clara,37.3084362,-121.9176608,1987
060855022032,Santa Clara,37.3042338,-121.9184916,2224
060855022041,Santa Clara,37.2996974,-121.9272114,1863
060855022042,Santa Clara,37.3033771,-121.9242231,1379
060855023011,Santa Clara,37.2976253,-121.9094587,1629
060855023012,Santa Clara,37.303812,-121.9051862,1556
060855023021,Santa Clara,37.3080942,-121.9062371,1328
060855023022,Santa Clara,37.3085558,-121.910637,2004
060855024001,Santa Clara,37.2974018,-121.9028532,801
060855024002,Santa Clara,37.3002895,-121.8986905,906
060855024003,Santa Clara,37.3003717,-121.8917421,614
060855024004,Santa Clara,37.3038781,-121.892401,838
060855024005,Santa Clara,37.3059182,-121.8848058,1449
060855024006,Santa Clara,37.307993,-121.8954421,1192
060855024007,Santa Clara,37.3117012,-121.8885408,1109
060855025001,Santa Clara,37.2992413,-121.8840245,1012
