geoid,county,lat,lng,pop
060133551152,Contra Costa,37.7683988,-121.9163277,2790
060133551153,Contra Costa,37.7605074,-121.9115271,5509
060133551181,Contra Costa,37.9646307,-121.8011102,2058
060133551182,Contra Costa,37.9598858,-121.8139206,1711
060133551191,Contra Costa,37.9394207,-121.8013329,1762
060133551192,Contra Costa,37.9576178,-121.797221,3526
060133551201,Contra Costa,37.9656241,-121.7928426,3160
060133551202,Contra Costa,37.9625571,-121.7837285,876
060133551211,Contra Costa,37.7745318,-121.9134022,1825
060133551212,Contra Costa,37.7929628,-121.9184145,2347
060133551213,Contra Costa,37.7829459,-121.9116842,2237
060133551221,Contra Costa,37.7929714,-121.904604,1833
060133551222,Contra Costa,37.7979131,-121.8880901,1108
060133551223,Contra Costa,37.79269,-121.8942276,2618
060133551231,Contra Costa,37.7502216,-121.9053432,2448
060133551232,Contra Costa,37.7411032,-121.8955272,885
060133551241,Contra Costa,37.7522361,-121.8931816,1106
060133551242,Contra Costa,37.7575342,-121.8971721,2537
060133551243,Contra Costa,37.7617671,-121.9009046,958
060133551251,Contra Costa,37.7646213,-121.8963996,2323
060133551252,Contra Costa,37.7705843,-121.9025477,1773
060133551261,Contra Costa,37.7743281,-121.876491,4268
060133551262,Contra Costa,37.7724054,-121.8885338,1505
060133552011,Contra Costa,38.0166641,-121.957526,2027
060133552012,Contra Costa,38.012394,-121.9490392,2849
060133552013,Contra Costa,38.0048691,-121.9522725,3238
060133552021,Contra Costa,38.0080502,-121.9953596,1204
060133552022,Contra Costa,37.9904319,-121.974999,2777
060133553021,Contra Costa,37.9254076,-122.008815,958
060133553022,Contra Costa,37.9181956,-122.0059661,784
060133553023,Contra Costa,37.9211217,-121.9922138,1712
060133553061,Contra Costa,37.8918123,-121.9254403,709
060133553062,Contra Costa,37.9411565,-121.9434637,1158
060133553063,Contra Costa,37.931569,-121.9343147,1005
060133553064,Contra Costa,37.9297806,-121.931364,982
060133553065,Contra Costa,37.9277298,-121.9251088,696
060133553071,Contra Costa,37.9498889,-121.9259822,2777
060133553072,Contra Costa,37.9616375,-121.9303036,1620
060133553081,Contra Costa,37.9361381,-121.9217687,1090
060133553082,Contra Costa,37.945942,-121.9364756,1590
060133553083,Contra Costa,37.9483212,-121.9464462,890
060133553091,Contra Costa,37.9375951,-121.9494483,1287
060133553092,Contra Costa,37.9357503,-121.979921,1287
060133553093,Contra Costa,37.9357927,-121.965252,2576
060133553101,Contra Costa,37.9474617,-121.9558901,1867
060133553102,Contra Costa,37.9436254,-121.9603006,1203
060133560011,Contra Costa,38.0208585,-122.2531213,1160
060133560012,Contra Costa,38.0244173,-122.2553418,1902
060133560013,Contra Costa,38.0246121,-122.2254974,963
060133560021,Contra Costa,37.9562098,-122.200146,2679
060133560022,Contra Costa,37.9921336,-122.2363352,3009
060133570001,Contra Costa,38.0464524,-122.2234789,1081
060133570002,Contra Costa,38.039656,-122.195424,1092
060133570003,Contra Costa,38.0564111,-122.2133782,1285
060133580001,Contra Costa,38.0286097,-122.2634498,1173
060133580002,Contra Costa,38.035186,-122.2706094,972
060133580003,Contra Costa,38.0316123,-122.2618535,607
060133580004,Contra Costa,38.0365159,-122.2646559,1777
060133580005,Contra Costa,38.0499738,-122.251588,1330
060133591021,Contra Costa,38.0030604,-122.304224,882
060133591022,Contra Costa,37.999885,-122.3087532,2317
060133591023,Contra Costa,38.0102054,-122.3061488,1862
060133591031,Contra Costa,38.0094468,-122.2959432,1733
060133591032,Contra Costa,38.003052,-122.2855878,988
060133591033,Contra Costa,38.0026193,-122.2919632,1217
060133591034,Contra Costa,37.9977571,-122.2959354,1497
060133591041,Contra Costa,38.0095232,-122.2780117,2537
060133591051,Contra Costa,38.0129222,-122.2856819,2632
060133591052,Contra Costa,38.0184245,-122.2881384,2295
060133592021,Contra Costa,37.9929476,-122.2810495,2270
060133592022,Contra Costa,37.981642,-122.2435689,2707
060133592023,Contra Costa,37.9849574,-122.2709972,1842
060133592031,Contra Costa,38.0078023,-122.2507291,1593
060133592032,Contra Costa,38.0147309,-122.2631709,1411
060133592033,Contra Costa,38.0035843,-122.2544379,4196
060133592041,Contra Costa,37.9977391,-122.2563986,911
060133592042,Contra Costa,38.0032841,-122.2666676,1419
060133592043,Contra Costa,37.999536,-122.2708137,2010
060133601011,Contra Costa,37.9763368,-122.2880145,735
060133601012,Contra Costa,37.9783986,-122.2835667,2025
060133601013,Contra Costa,37.9896257,-122.291341,1464
060133601021,Contra Costa,37.966666,-122.2747366,2333
060133601022,Contra Costa,37.9702944,-122.2601836,1978
060133601023,Contra Costa,37.957156,-122.276149,719
060133602001,Contra Costa,37.973095,-122.2966256,2728
060133602002,Contra Costa,37.9685782,-122.3000808,1381
060133602003,Contra Costa,37.9657581,-122.2888357,1373
060133610001,Contra Costa,37.9649352,-122.3018659,1115
060133610002,Contra Costa,37.9440393,-122.2964332,1810
060133610003,Contra Costa,37.9419971,-122.2769356,2048
060133620001,Contra Costa,37.949779,-122.3177684,1100
060133620002,Contra Costa,37.9423135,-122.3098078,775
060133620003,Contra Costa,37.9441584,-122.3171415,957
060133630001,Contra Costa,37.9706652,-122.314025,2677
060133630002,Contra Costa,37.977772,-122.3015431,1935
060133630003,Contra Costa,37.9803131,-122.3110636,2393
060133630004,Contra Costa,37.9876204,-122.3057446,788
060133640021,Contra Costa,37.9916074,-122.3177707,2344
060133640022,Contra Costa,37.9951562,-122.3212078,1660
060133640023,Contra Costa,37.9965998,-122.3153306,1422
060133650021,Contra Costa,37.9564464,-122.3733246,2100
060133650022,Contra Costa,37.9529028,-122.3672733,1067
060133650023,Contra Costa,37.9640915,-122.3804794,2004
060133650031,Contra Costa,37.9798816,-122.3322271,1427
060133650032,Contra Costa,37.9874644,-122.3237797,1524
060133650033,Contra Costa,37.9864259,-122.3293818,1507
060133650034,Contra Costa,37.982492,-122.3202762,958
060133660011,Contra Costa,37.9798595,-122.3457023,1356
060133660012,Contra Costa,37.9744386,-122.3461417,3334
060133660021,Contra Costa,37.9649404,-122.3476534,1326
060133660022,Contra Costa,37.9676327,-122.3495648,1779
060133660023,Contra Costa,37.9714105,-122.3530416,3771
060133671001,Contra Costa,37.9730437,-122.3232964,1599
060133671002,Contra Costa,37.9702853,-122.3300607,364
060133671003,Contra Costa,37.972171,-122.3378036,2423
060133671004,Contra Costa,37.974983,-122.3327579,1387
060133672001,Contra Costa,37.9662498,-122.3297381,1685
060133672002,Contra Costa,37.9663782,-122.3403573,2906
060133672003,Contra Costa,37.964409,-122.328513,1278
060133680011,Contra Costa,37.9562696,-122.3563467,751
060133680012,Contra Costa,37.9518589,-122.3522188,1281
060133680013,Contra Costa,37.9553313,-122.3491258,1218
060133680014,Contra Costa,37.9557177,-122.3531813,1763
060133680021,Contra Costa,37.9620538,-122.3516366,1839
060133680022,Contra Costa,37.9592666,-122.3529278,2263
060133690011,Contra Costa,37.9516937,-122.3302472,1767
060133690012,Contra Costa,37.9586133,-122.3341244,1550
060133690013,Contra Costa,37.9577327,-122.3445014,2189
060133690014,Contra Costa,37.9606551,-122.3420856,1321
060133690015,Contra Costa,37.9548442,-122.3381613,520
060133690021,Contra Costa,37.9614954,-122.3236,562
060133690022,Contra Costa,37.9571082,-122.3222413,947
060133690023,Contra Costa,37.9527518,-122.3255339,1219
060133700001,Contra Costa,37.9438714,-122.322196,1490
060133700002,Contra Costa,37.9386204,-122.3208836,527
060133700003,Contra Costa,37.9344585,-122.3235372,943
060133710001,Contra Costa,37.9467887,-122.3280225,941
060133710002,Contra Costa,37.9420619,-122.3261183,782
060133710003,Contra Costa,37.9400075,-122.3294611,761
060133710004,Contra Costa,37.9352321,-122.3293644,1080
060133710005,Contra Costa,37.9360125,-122.3342357,940
060133710006,Contra Costa,37.9409156,-122.3334921,1272
060133720001,Contra Costa,37.9511151,-122.3372594,740
060133720002,Contra Costa,37.948405,-122.3362253,633
060133720003,Contra Costa,37.9452645,-122.3326239,1465
060133720004,Contra Costa,37.9453606,-122.3382062,1325
060133720005,Contra Costa,37.9453431,-122.3442083,638
060133720006,Contra Costa,37.9488219,-122.3442045,1761
060133720007,Contra Costa,37.9529785,-122.3440692,1048
060133730001,Contra Costa,37.9470816,-122.349761,2025
060133730002,Contra Costa,37.9470744,-122.3538107,1179
060133730003,Contra Costa,37.948501,-122.3575957,1182
060133740001,Contra Costa,37.9412825,-122.337989,1100
060133740002,Contra Costa,37.936694,-122.3390248,1342
060133740003,Contra Costa,37.9375329,-122.3445349,742
060133740004,Contra Costa,37.9416222,-122.3439872,1503
060133750001,Contra Costa,37.9419272,-122.3505537,2301
060133750002,Contra Costa,37.9378789,-122.3506306,1782
060133750003,Contra Costa,37.9415588,-122.3553358,1188
060133760001,Contra Costa,37.9450734,-122.3617966,860
060133760002,Contra Costa,37.9394714,-122.366669,3419
060133760003,Contra Costa,37.9383627,-122.3569178,993
060133760004,Contra Costa,37.9396329,-122.3611916,1440
060133770001,Contra Costa,37.9331577,-122.351841,1504
060133770002,Contra Costa,37.9333408,-122.3555697,1047
060133770003,Contra Costa,37.9340803,-122.3593086,1130
060133770004,Contra Costa,37.9341019,-122.3652527,2749
060133770005,Contra Costa,37.933647,-122.3719926,1396
060133780001,Contra Costa,37.9462079,-122.4011538,1702
060133780002,Contra Costa,37.9133255,-122.3768552,2185
060133790001,Contra Costa,37.9275604,-122.3451767,2559
060133790002,Contra Costa,37.9283406,-122.3508129,1520
060133790003,Contra Costa,37.9282549,-122.3565163,2265
060133790004,Contra Costa,37.9287366,-122.3657506,2039
060133800011,Contra Costa,37.9018658,-122.3422369,1579
060133800012,Contra Costa,37.9147207,-122.3375658,1317
060133800021,Contra Costa,37.9187152,-122.3555379,2268
060133800022,Contra Costa,37.921565,-122.340647,1202
060133810001,Contra Costa,37.9306347,-122.3298335,1647
060133810002,Contra Costa,37.9273302,-122.3266804,1624
060133810003,Contra Costa,37.9337364,-122.3459228,519
060133810004,Contra Costa,37.9299831,-122.3388802,2913
060133820001,Contra Costa,37.9236677,-122.3254977,834
060133820002,Contra Costa,37.9220519,-122.3310168,2148
060133820003,Contra Costa,37.916749,-122.3220733,3570
060133820004,Contra Costa,37.9060278,-122.3164027,1925
060133830001,Contra Costa,37.9148777,-122.314945,2494
060133830002,Contra Costa,37.9095958,-122.3099212,1724
060133830003,Contra Costa,37.9047722,-122.3106662,1630
060133840001,Contra Costa,37.9353992,-122.3070826,1081
060133840002,Contra Costa,37.9294636,-122.3152841,747
060133840003,Contra Costa,37.9334125,-122.3163275,1355
060133840004,Contra Costa,37.9373389,-122.316325,643
060133851001,Contra Costa,37.9249642,-122.2989425,1915
060133851002,Contra Costa,37.9226595,-122.2889063,1185
060133852001,Contra Costa,37.9282183,-122.3074328,628
060133852002,Contra Costa,37.9258161,-122.3116462,785
060133860001,Contra Costa,37.9239932,-122.3179238,1912
060133860002,Contra Costa,37.9189855,-122.3125201,1105
060133860003,Contra Costa,37.9225345,-122.3095922,741
060133870001,Contra Costa,37.9198761,-122.3068917,838
060133870002,Contra Costa,37.9164844,-122.3033952,847
060133870003,Contra Costa,37.914379,-122.3079863,1405
060133880001,Contra Costa,37.9108823,-122.3040603,1039
060133880002,Contra Costa,37.9074659,-122.300788,1672
060133891001,Contra Costa,37.9046192,-122.2992185,1188
060133891002,Contra Costa,37.9011079,-122.2975672,1267
060133892001,Contra Costa,37.902557,-122.3062978,686
060133892002,Contra Costa,37.9000799,-122.3045141,1269
060133901001,Contra Costa,37.9162492,-122.290155,593
060133901002,Contra Costa,37.9112031,-122.293416,784
060133901003,Contra Costa,37.9139513,-122.2972852,848
060133902001,Contra Costa,37.900852,-122.2906134,1120
060133902002,Contra Costa,37.9072955,-122.2915797,700
060133910001,Contra Costa,37.9125802,-122.2842743,913
060133910002,Contra Costa,37.9044212,-122.2842463,1655
060133920001,Contra Costa,37.9115678,-122.2758106,944
060133920002,Contra Costa,37.9065257,-122.2728739,875
060133920003,Contra Costa,37.9069783,-122.2779201,769
060133922011,Contra Costa,37.9924278,-122.3602955,1074
060133922012,Contra Costa,37.9851715,-122.3397291,850
060133922013,Contra Costa,37.9889947,-122.346145,2943
060133922021,Contra Costa,37.9960772,-122.3330352,1364
060133922022,Contra Costa,38.0002766,-122.3238182,1161
060133922023,Contra Costa,38.0081246,-122.3212719,2199
060133923001,Contra Costa,38.0278419,-122.2775624,2479
060133923002,Contra Costa,38.0206336,-122.267914,1275
060139800001,Contra Costa,37.9944965,-122.3542244,507
060411011001,Marin,38.1330987,-122.5395075,2496
060411012001,Marin,38.1009911,-122.5436892,2770
060411021001,Marin,38.1315685,-122.5915684,2105
060411022021,Marin,38.1201772,-122.5996864,1621
060411022022,Marin,38.1138899,-122.5827555,1157
060411022023,Marin,38.1185136,-122.592655,1856
060411022024,Marin,38.114017,-122.5955285,759
060411022031,Marin,38.1106935,-122.569366,984
060411022032,Marin,38.1037779,-122.5686123,2817
060411022033,Marin,38.1169632,-122.5730628,1685
060411031001,Marin,38.1076421,-122.5998834,2587
060411031002,Marin,38.1217583,-122.6566358,1254
060411031003,Marin,38.0913642,-122.6119811,1951
060411031004,Marin,38.1099336,-122.6089313,1436
060411032001,Marin,38.1061443,-122.5840184,923
060411032002,Marin,38.0992571,-122.5761328,2606
060411032003,Marin,38.0970254,-122.5885204,3243
060411032004,Marin,38.1032777,-122.5772009,685
060411041021,Marin,38.0811735,-122.5527913,2996
060411041022,Marin,38.095398,-122.5657934,629
060411041023,Marin,38.0874154,-122.5591933,1649
060411041031,Marin,38.0893227,-122.569662,1438
060411041032,Marin,38.0823404,-122.5766439,1446
060411041041,Marin,38.0743128,-122.5499156,550
060411041042,Marin,38.068679,-122.5431954,2091
060411041043,Marin,38.0760696,-122.5616446,2532
060411042001,Marin,38.0613837,-122.5452574,2406
060411042002,Marin,38.0506992,-122.5452565,2034
060411042003,Marin,38.0636339,-122.5794704,1228
060411043001,Marin,38.0788638,-122.5075044,1742
060411050011,Marin,38.0511691,-122.523545,732
060411050012,Marin,38.0574189,-122.5291592,684
060411050013,Marin,38.0435012,-122.5269292,791
060411050014,Marin,38.0472933,-122.5270539,2117
060411050021,Marin,38.059658,-122.5033036,882
060411050022,Marin,38.0552539,-122.5173419,2148
060411060011,Marin,38.0318104,-122.5127604,2356
060411060012,Marin,38.0123936,-122.5352849,3110
060411060021,Marin,38.0101256,-122.4887955,2361
060411060022,Marin,38.0059389,-122.5269985,2010
060411060023,Marin,38.0024376,-122.5024143,1620
060411070001,Marin,38.0395961,-122.5549951,1641
060411070002,Marin,38.0296452,-122.5756073,1149
060411070003,Marin,38.0274478,-122.5605975,1051
060411070004,Marin,38.0395213,-122.595646,1346
060411070005,Marin,38.0314985,-122.5407694,1147
060411081001,Marin,38.0198478,-122.559623,3264
060411081002,Marin,38.0085808,-122.5621392,1224
060411081003,Marin,38.0169642,-122.5453497,830
060411081004,Marin,38.0175979,-122.5746515,1383
060411082011,Marin,37.9998693,-122.5425785,468
060411082012,Marin,37.9953823,-122.5360742,1897
060411082021,Marin,38.0036741,-122.556471,1517
060411082022,Marin,37.9929366,-122.5456372,1232
060411082023,Marin,38.0038843,-122.5469545,2028
060411090011,Marin,37.9850634,-122.5266542,974
060411090012,Marin,37.9814515,-122.5334705,1483
060411090013,Marin,37.9770091,-122.5237365,1407
060411090021,Marin,37.9867536,-122.550953,1459
060411090022,Marin,37.979363,-122.5476993,2278
060411090023,Marin,37.9782734,-122.5400015,608
060411101001,Marin,37.9881495,-122.5094462,2010
060411101002,Marin,37.9752161,-122.5051939,2168
060411101003,Marin,37.9729747,-122.5123276,974
060411101004,Marin,37.9712312,-122.5174998,551
060411102001,Marin,37.9928322,-122.4702427,2436
060411102002,Marin,37.9791067,-122.4651487,931
060411102003,Marin,37.9857994,-122.4867988,1894
060411110011,Marin,37.9718673,-122.526997,850
060411110021,Marin,37.9687113,-122.5355614,1956
060411110022,Marin,37.9734296,-122.5345748,667
060411110023,Marin,37.9692193,-122.5419648,1395
060411121001,Marin,37.9651184,-122.5195004,700
060411121002,Marin,37.9580964,-122.5147238,1573
060411121003,Marin,37.9640949,-122.5307047,1097
060411121004,Marin,37.9579218,-122.5215582,982
060411122021,Marin,37.9631867,-122.4955151,2615
060411122022,Marin,37.9565521,-122.4921872,612
060411122023,Marin,37.9658152,-122.4994494,2581
060411122031,Marin,37.9643322,-122.5042757,1260
060411122032,Marin,37.9650846,-122.5029667,1238
060411122041,Marin,37.9673877,-122.5016891,1910
060411122042,Marin,37.9664712,-122.5086655,2356
060411130001,Marin,38.0113836,-122.646542,722
060411130002,Marin,38.0072551,-122.6400398,1143
060411130003,Marin,38.0174507,-122.6916326,1747
060411141001,Marin,37.9703101,-122.5892456,2063
060411141002,Marin,37.9842296,-122.6031954,1331
060411141003,Marin,37.9904245,-122.5978444,1637
060411142001,Marin,37.9969358,-122.5894802,2073
060411142002,Marin,38.0065791,-122.6057785,1279
060411150001,Marin,37.9942011,-122.567058,2449
060411150002,Marin,38.0155765,-122.592283,1906
060411150003,Marin,37.9971031,-122.5812566,1898
060411150004,Marin,37.9875396,-122.5720538,1712
060411160001,Marin,37.9821702,-122.5726764,1575
060411160002,Marin,37.9777747,-122.578231,1568
060411170001,Marin,37.9792526,-122.5570331,1135
060411170002,Marin,37.9741275,-122.5579884,789
060411170003,Marin,37.9720673,-122.5716067,1598
060411170004,Marin,37.9737244,-122.564394,930
060411181001,Marin,37.9663696,-122.5515257,761
060411181002,Marin,37.9623875,-122.5669887,1776
060411191001,Marin,37.9592318,-122.5394284,948
060411191002,Marin,37.9574523,-122.5457957,1155
060411191003,Marin,37.9516444,-122.5431401,1017
060411191004,Marin,37.9507741,-122.5609568,1097
060411191005,Marin,37.9400766,-122.5558539,932
060411192011,Marin,37.9457766,-122.5341996,1505
060411192012,Marin,37.9453555,-122.5249883,2307
060411192021,Marin,37.9492779,-122.5183155,1489
060411192022,Marin,37.9538873,-122.5302364,2215
060411200011,Marin,37.9463724,-122.545249,1615
060411200021,Marin,37.9339257,-122.5292585,778
060411200022,Marin,37.9281309,-122.5429869,1206
060411200023,Marin,37.9363722,-122.5412218,1794
060411200024,Marin,37.9403128,-122.5276036,1002
060411211001,Marin,37.9317398,-122.5197791,2025
060411211002,Marin,37.9221492,-122.5332605,591
060411211003,Marin,37.9191489,-122.5163198,1207
060411211004,Marin,37.9268365,-122.525795,1227
060411211005,Marin,37.9208013,-122.5262153,699
060411212001,Marin,37.9219866,-122.5004034,1366
060411212002,Marin,37.9351826,-122.4980162,1999
060411212003,Marin,37.9145099,-122.5073855,1413
060411212004,Marin,37.9172434,-122.4958395,1195
060411212005,Marin,37.9325293,-122.513644,283
060411220001,Marin,37.9411316,-122.4920858,1559
060411230001,Marin,37.8778122,-122.4665306,901
060411230002,Marin,37.8696989,-122.4706048,1411
060411241001,Marin,37.8890962,-122.4925239,847
060411241002,Marin,37.9119684,-122.4795626,1064
060411241003,Marin,37.9019271,-122.4874254,436
060411241004,Marin,37.9065132,-122.5087955,428
060411241005,Marin,37.9043489,-122.4972696,2655
060411242001,Marin,37.8858,-122.4576451,1670
060411242002,Marin,37.8784631,-122.4587052,609
060411242003,Marin,37.8719623,-122.4407597,1495
060411242004,Marin,37.8914759,-122.4788238,1929
060411250001,Marin,37.8847864,-122.5035596,1528
060411250002,Marin,37.889288,-122.5073239,1289
060411250003,Marin,37.8972286,-122.5117995,1717
060411261001,Marin,37.9133143,-122.536563,1568
060411261002,Marin,37.8974389,-122.5330427,1817
060411261003,Marin,37.9011325,-122.5379284,860
060411261004,Marin,37.9075712,-122.5420452,1049
060411261005,Marin,37.9187478,-122.5507326,811
060411262001,Marin,37.9094384,-122.5217338,2067
060411262002,Marin,37.89325,-122.523141,1696
060411262003,Marin,37.8982335,-122.5179147,417
060411270001,Marin,37.9024428,-122.5440273,1228
060411270002,Marin,37.9028808,-122.5504567,485
060411270003,Marin,37.907438,-122.5651845,629
060411270004,Marin,37.9132726,-122.5616535,814
060411270005,Marin,37.9163068,-122.5560687,1432
060411281001,Marin,37.8834609,-122.5322256,2230
060411281002,Marin,37.8789939,-122.5466397,1659
060411281003,Marin,37.8673604,-122.5262528,3471
060411282001,Marin,37.9018433,-122.5650377,680
060411282002,Marin,37.8940634,-122.5488161,2335
060411282003,Marin,37.8876293,-122.5305201,2282
060411290001,Marin,37.8723969,-122.5126437,1766
060411290002,Marin,37.8679927,-122.5128646,1156
060411302011,Marin,37.8478489,-122.4862394,1164
060411302012,Marin,37.8547623,-122.4852838,1214
060411302013,Marin,37.8513543,-122.4840931,989
060411302031,Marin,37.8653197,-122.5026377,2100
060411302041,Marin,37.8630055,-122.4889389,755
060411302042,Marin,37.8580189,-122.487777,695
060411302043,Marin,37.8590007,-122.494742,998
060411311001,Marin,37.9194515,-122.6011744,1286
060411321001,Marin,37.9131757,-122.6447219,380
060411321002,Marin,37.9232393,-122.6972376,1362
060411322001,Marin,38.1006441,-122.8685804,754
060411322002,Marin,38.0765612,-122.8391595,690
060411322003,Marin,38.0538661,-122.8611159,362
060411330001,Marin,38.1677976,-122.7831419,932
060411330002,Marin,38.071511,-122.6801014,663
060411330003,Marin,38.2699164,-122.9232087,1139
060411330004,Marin,38.07647,-122.8121565,226
060552002011,Napa,38.2980162,-122.2979978,1640
060552002012,Napa,38.2916071,-122.298128,897
060552002013,Napa,38.2848154,-122.297297,1369
060552002021,Napa,38.2979329,-122.2898378,289
060552002022,Napa,38.2953531,-122.2848291,361
060552002023,Napa,38.2924129,-122.2880663,1439
060552002031,Napa,38.2851661,-122.2909692,990
060552002032,Napa,38.2878045,-122.2880861,1072
060552003011,Napa,38.2925148,-122.2761104,2318
060552003012,Napa,38.2838312,-122.2764036,2212
060552003013,Napa,38.2845158,-122.2664977,1590
060552003021,Napa,38.2895284,-122.2597305,1651
060552003022,Napa,38.2831251,-122.2604679,1065
060552004001,Napa,38.3123981,-122.265541,1700
060552004002,Napa,38.3066784,-122.2753929,1127
060552004003,Napa,38.3005191,-122.2717205,613
060552005011,Napa,38.3183825,-122.3031965,1901
060552005012,Napa,38.3112004,-122.301325,718
060552005013,Napa,38.3039918,-122.2988338,3029
060552005031,Napa,38.3054843,-122.2918299,1253
060552005032,Napa,38.3047249,-122.2844296,532
060552005041,Napa,38.3112263,-122.290698,722
060552005042,Napa,38.3149657,-122.2912264,1125
060552005043,Napa,38.3191769,-122.2957215,1453
060552005044,Napa,38.3213113,-122.2899881,2656
060552005051,Napa,38.3201707,-122.2837958,1717
060552005052,Napa,38.3139404,-122.2810761,1140
060552006011,Napa,38.3383749,-122.3176724,1069
060552006012,Napa,38.3299655,-122.3111454,868
060552006013,Napa,38.3250361,-122.3070256,2047
060552006014,Napa,38.3339088,-122.3141627,965
060552006021,Napa,38.3397427,-122.3090611,824
060552006022,Napa,38.3378912,-122.3002887,698
060552006023,Napa,38.3257235,-122.2945639,1510
060552006024,Napa,38.3289578,-122.3009199,1450
060552007031,Napa,38.3111636,-122.3331153,2163
060552007032,Napa,38.3074279,-122.3227222,873
060552007041,Napa,38.314737,-122.3203701,2364
060552007042,Napa,38.3146297,-122.3135526,1227
060552007043,Napa,38.3172636,-122.3102639,1339
060552007051,Napa,38.3069636,-122.3106931,1649
060552007052,Napa,38.3019319,-122.3103298,1197
060552007061,Napa,38.3316298,-122.3235604,913
060552007062,Napa,38.3267526,-122.3302086,1219
060552007063,Napa,38.3323027,-122.3353956,1000
060552007071,Napa,38.3245669,-122.3170537,2046
060552007072,Napa,38.3218998,-122.3253671,1462
060552008021,Napa,38.2848959,-122.3037507,1267
060552008022,Napa,38.273092,-122.3106845,1651
060552008023,Napa,38.2550635,-122.2940905,3540
060552008031,Napa,38.2933407,-122.3191824,824
060552008032,Napa,38.2958436,-122.3332482,1412
060552008041,Napa,38.2983009,-122.3081155,793
060552008042,Napa,38.2955641,-122.3089176,1640
060552008043,Napa,38.2925688,-122.3061409,1295
060552008044,Napa,38.2894396,-122.3058617,1683
060552009001,Napa,38.2709125,-122.2720918,438
060552010031,Napa,38.2319582,-122.2289639,301
060552010032,Napa,38.1808784,-122.2497785,2303
060552010033,Napa,38.169154,-122.2466399,2414
060552010041,Napa,38.1580731,-122.2463732,2612
060552010042,Napa,38.1591547,-122.2317492,1599
060552010043,Napa,38.162822,-122.2464094,2633
060552010051,Napa,38.2034669,-122.2813384,1098
060552010052,Napa,38.1781929,-122.2630336,1590
060552010061,Napa,38.1735971,-122.2608279,1763
060552010062,Napa,38.1681712,-122.2603722,1673
060552010071,Napa,38.1634992,-122.2610065,2229
060552010072,Napa,38.1583633,-122.258536,1762
060552011011,Napa,38.3040553,-122.3464448,1051
060552011012,Napa,38.3124904,-122.3445209,843
060552011021,Napa,38.3289289,-122.3888007,1275
060552011022,Napa,38.2040331,-122.3356883,778
060552012001,Napa,38.367079,-122.3559072,845
060552012002,Napa,38.3396934,-122.3345251,1996
060552012003,Napa,38.3889791,-122.3606945,1746
060552013001,Napa,38.4054832,-122.3629893,1310
060552013002,Napa,38.4007953,-122.3560174,1342
060552013003,Napa,38.3914343,-122.371534,745
060552014011,Napa,38.4004487,-122.2937369,523
060552014012,Napa,38.3831055,-122.2286637,1362
060552014013,Napa,38.3430458,-122.2688069,663
060552014021,Napa,38.3290203,-122.2617959,880
060552014022,Napa,38.3104351,-122.2444591,506
060552014023,Napa,38.3255931,-122.2222213,1029
060552014031,Napa,38.4119272,-122.19555,739
060552015001,Napa,38.4769675,-122.4838406,1068
060552015002,Napa,38.4581135,-122.3960442,600
060552016011,Napa,38.4934125,-122.4673603,1202
060552016012,Napa,38.5057677,-122.4511451,1244
060552016021,Napa,38.4989951,-122.4822105,803
060552016022,Napa,38.5138754,-122.4817609,267
060552016023,Napa,38.5041633,-122.4729593,789
060552016024,Napa,38.5119944,-122.4671852,1121
060552017001,Napa,38.5320688,-122.3866879,600
060552017002,Napa,38.5781442,-122.4362469,1709
060552017003,Napa,38.5677264,-122.450464,718
060552017004,Napa,38.6017669,-122.4793166,632
060552017005,Napa,38.5412922,-122.4832513,548
060552017006,Napa,38.5331646,-122.4612711,287
060552018001,Napa,38.655811,-122.2964116,886
060552018002,Napa,38.4893542,-122.1908988,594
060552019001,Napa,38.6425077,-122.5463795,795
060552019002,Napa,38.5662631,-122.5771205,715
060552020001,Napa,38.5802471,-122.5696666,958
060552020002,Napa,38.5904009,-122.5839065,509
060552020003,Napa,38.5826555,-122.5845425,2265
060552020004,Napa,38.5780183,-122.5889025,1459
060750101011,San Francisco,37.8090977,-122.4110332,795
060750101012,San Francisco,37.8053252,-122.4080078,1326
060750101021,San Francisco,37.80469,-122.4139437,1908
060750102011,San Francisco,37.801769,-122.4213066,1219
060750102012,San Francisco,37.8003708,-122.421031,1254
060750102021,San Francisco,37.8081785,-122.4223822,905
060750102022,San Francisco,37.8043421,-122.4235047,954
060750103001,San Francisco,37.8031495,-122.4163737,1424
060750103002,San Francisco,37.8009365,-122.4147652,1040
060750103003,San Francisco,37.7995825,-122.4152438,1461
060750104011,San Francisco,37.8028018,-122.4124855,812
060750104012,San Francisco,37.802767,-122.4096738,1625
060750104021,San Francisco,37.8036235,-122.4065627,717
060750104022,San Francisco,37.8020031,-122.4050779,822
060750104023,San Francisco,37.8001078,-122.4042205,538
060750105001,San Francisco,37.8023741,-122.399443,1244
060750105002,San Francisco,37.7971188,-122.3946348,940
060750105003,San Francisco,37.7964806,-122.3994129,924
060750106001,San Francisco,37.8002726,-122.4067088,1303
060750106002,San Francisco,37.7982014,-122.4042286,920
060750106003,San Francisco,37.8000911,-122.4085384,974
060750107011,San Francisco,37.7971003,-122.4089683,1469
060750107012,San Francisco,37.7979779,-122.4096036,1955
060750107021,San Francisco,37.8002596,-122.4114035,638
060750107022,San Francisco,37.798844,-122.4103053,820
